Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
47,No,Travel_Rarely,880,Sales,8,5,Medical,1,636,2,Male,30,2,3,Manufacturing Director,4,Single,10363,6220,2,Y,No,18,3,2,80,1,11,2,2,1,0,0,1
28,No,Travel_Rarely,1060,Research & Development,16,1,Life Sciences,1,637,3,Male,56,2,2,Sales Representative,4,Divorced,5038,20717,1,Y,No,20,3,1,80,3,5,6,4,4,2,1,2
30,Yes,Travel_Rarely,940,Sales,29,3,Life Sciences,1,638,1,Male,58,3,2,Research Director,3,Divorced,3832,2509,1,Y,Yes,16,3,4,80,2,10,5,4,5,3,2,3
52,Yes,Travel_Rarely,660,Research & Development,19,4,Medical,1,639,1,Female,73,2,4,Human Resources,1,Married,13461,17493,1,Y,No,20,3,4,80,2,17,1,1,7,3,2,1
58,No,Travel_Rarely,1287,Research & Development,29,2,Life Sciences,1,640,2,Male,42,2,5,Sales Executive,1,Single,18850,6703,3,Y,No,17,3,2,80,1,23,0,4,12,6,1,5
46,No,Travel_Rarely,554,Sales,2,2,Life Sciences,1,641,3,Male,35,3,3,Manager,3,Married,8513,20081,2,Y,Yes,17,3,1,80,1,9,3,2,8,6,2,2
57,No,Travel_Frequently,138,Sales,3,1,Other,1,642,3,Female,40,4,5,Sales Executive,2,Divorced,18743,3974,3,Y,Yes,11,3,3,80,3,18,4,2,11,7,5,5
54,No,Travel_Frequently,885,Research & Development,13,4,Life Sciences,1,643,1,Male,78,4,4,Sales Representative,4,Divorced,14709,3136,1,Y,No,22,3,4,80,1,11,1,2,7,4,3,4
38,No,Travel_Rarely,269,Sales,19,1,Life Sciences,1,644,3,Female,40,1,1,Manager,1,Divorced,2146,9121,2,Y,No,21,3,2,80,3,9,2,2,9,7,4,6
51,No,Travel_Rarely,1248,Sales,15,3,Life Sciences,1,645,3,Female,75,3,4,Sales Executive,3,Married,12887,10813,1,Y,No,11,3,1,80,0,13,4,3,5,1,3,3
32,Yes,Travel_Rarely,146,Research & Development,5,2,Life Sciences,1,646,4,Male,80,2,2,Sales Representative,4,Married,4054,21030,3,Y,Yes,11,4,2,80,3,12,3,4,2,1,1,1
37,No,Travel_Rarely,394,Research & Development,18,5,Medical,1,647,3,Female,70,3,3,Laboratory Technician,2,Married,8746,6867,0,Y,No,22,3,3,80,3,11,1,1,8,3,4,3
41,No,Travel_Rarely,1421,Research & Development,13,5,Life Sciences,1,648,4,Male,33,4,2,Manufacturing Director,1,Divorced,5627,21671,2,Y,No,14,4,4,80,3,15,5,3,11,2,4,9
59,Yes,Travel_Rarely,468,Sales,7,5,Medical,1,649,2,Male,38,2,5,Human Resources,1,Single,19999,14417,5,Y,No,24,4,4,80,1,18,6,1,7,6,1,2
54,Yes,Travel_Rarely,818,Research & Development,27,4,Medical,1,650,1,Male,89,3,4,Healthcare Representative,3,Single,15856,3871,0,Y,Yes,23,3,3,80,2,14,5,1,6,4,2,1
39,No,Travel_Frequently,1322,Sales,18,3,Life Sciences,1,651,3,Female,74,4,3,Manufacturing Director,3,Married,7051,25837,3,Y,Yes,17,3,2,80,3,7,6,2,3,1,0,1
46,No,Travel_Rarely,445,Sales,25,2,Human Resources,1,652,4,Female,83,3,3,Sales Executive,3,Married,8528,16296,2,Y,Yes,25,3,4,80,0,15,2,4,7,3,1,6
26,No,Travel_Rarely,521,Research & Development,13,1,Other,1,653,1,Female,96,3,1,Sales Executive,4,Divorced,2754,23284,0,Y,No,18,3,1,80,2,11,0,2,2,1,0,2
52,No,Travel_Rarely,128,Sales,17,5,Life Sciences,1,654,4,Female,59,4,4,Sales Executive,4,Single,12156,4286,1,Y,Yes,25,4,2,80,3,18,5,2,12,8,3,4
41,No,Travel_Rarely,1222,Research & Development,15,2,Life Sciences,1,655,4,Male,93,1,3,Research Scientist,1,Married,7866,13341,1,Y,No,11,4,4,80,3,11,3,4,7,3,3,1
40,No,Travel_Rarely,236,Sales,2,3,Life Sciences,1,656,1,Male,60,2,2,Research Scientist,2,Single,7380,6753,1,Y,No,19,3,4,80,3,11,2,2,4,3,1,3
50,No,Non-Travel,1468,Sales,11,1,Life Sciences,1,657,3,Female,94,2,5,Manufacturing Director,2,Married,18241,14923,4,Y,No,23,3,4,80,3,16,1,4,10,3,1,4
45,Yes,Travel_Frequently,1108,Research & Development,14,2,Medical,1,658,2,Male,78,1,4,Manager,4,Married,13041,21624,0,Y,No,14,3,3,80,1,21,0,4,6,3,3,1
21,Yes,Travel_Rarely,540,Research & Development,22,4,Medical,1,659,3,Female,45,2,2,Sales Executive,1,Married,5438,23243,2,Y,No,23,3,4,80,2,7,1,3,4,3,1,2
30,No,Travel_Frequently,772,Sales,5,3,Medical,1,660,4,Female,30,4,3,Healthcare Representative,3,Married,9594,26301,2,Y,No,23,4,1,80,1,8,4,4,3,2,0,1
25,No,Travel_Rarely,824,Sales,12,3,Life Sciences,1,661,2,Female,94,4,1,Human Resources,2,Single,2634,8630,0,Y,Yes,22,3,3,80,3,5,1,4,4,2,1,2
49,No,Travel_Rarely,1127,Research & Development,26,2,Life Sciences,1,662,2,Male,57,1,4,Sales Executive,1,Married,14153,8858,5,Y,No,20,3,2,80,2,16,6,1,10,5,1,6
19,No,Travel_Rarely,619,Research & Development,9,1,Other,1,663,1,Male,91,4,1,Healthcare Representative,3,Divorced,1009,21188,2,Y,No,12,3,3,80,3,4,3,1,3,2,2,2
26,No,Travel_Rarely,472,Research & Development,3,5,Human Resources,1,664,1,Female,42,4,2,Sales Executive,2,Married,6187,21439,1,Y,Yes,25,3,1,80,1,4,0,2,0,0,0,0
43,No,Travel_Rarely,286,Sales,18,3,Life Sciences,1,665,4,Male,62,4,3,Manufacturing Director,3,Single,8765,10310,0,Y,No,24,3,2,80,1,10,4,3,6,4,3,1
47,No,Travel_Rarely,716,Research & Development,13,2,Medical,1,666,2,Male,42,1,3,Manager,2,Married,9562,10612,1,Y,Yes,19,3,1,80,3,18,4,2,10,7,2,2
39,No,Travel_Rarely,774,Sales,2,2,Medical,1,667,4,Male,38,4,3,Sales Executive,1,Single,6259,6956,1,Y,Yes,16,3,3,80,3,11,1,3,7,6,3,5
55,No,Travel_Frequently,973,Sales,10,4,Medical,1,668,3,Female,69,1,5,Research Scientist,1,Single,18637,21633,2,Y,Yes,18,3,4,80,0,21,5,4,7,4,0,2
57,No,Travel_Rarely,1266,Research & Development,12,3,Medical,1,669,2,Female,61,1,5,Research Director,1,Single,19999,4863,8,Y,No,25,3,1,80,1,25,5,1,11,4,3,5
23,No,Travel_Frequently,398,Research & Development,9,2,Technical Degree,1,670,4,Male,47,2,3,Research Scientist,2,Single,7832,16296,1,Y,Yes,11,3,4,80,0,6,4,4,0,0,0,0
58,No,Travel_Rarely,413,Research & Development,12,5,Life Sciences,1,671,1,Female,53,4,4,Manager,2,Single,14061,11706,4,Y,No,18,3,3,80,2,21,0,2,13,9,3,4
44,No,Travel_Frequently,503,Research & Development,13,5,Life Sciences,1,672,4,Male,56,4,2,Healthcare Representative,1,Divorced,5008,15700,2,Y,No,13,3,1,80,0,24,3,4,13,7,7,6
45,No,Travel_Rarely,330,Sales,14,1,Other,1,673,1,Male,45,3,4,Sales Executive,2,Single,13538,25095,2,Y,Yes,23,3,3,80,0,14,6,3,12,5,5,4
22,No,Travel_Rarely,299,Research & Development,10,4,Life Sciences,1,674,4,Female,80,1,1,Manager,4,Married,4401,22236,1,Y,Yes,21,4,1,80,2,0,1,1,0,0,0,0
44,Yes,Travel_Rarely,1219,Research & Development,20,5,Life Sciences,1,675,3,Male,50,4,3,Manufacturing Director,4,Divorced,6792,24620,1,Y,Yes,24,3,4,80,3,12,6,4,3,2,1,1
49,No,Non-Travel,1096,Research & Development,19,3,Marketing,1,676,2,Male,74,2,3,Sales Executive,2,Married,8440,19432,2,Y,Yes,25,3,2,80,2,21,1,1,8,7,1,6
42,No,Travel_Rarely,1261,Research & Development,7,1,Marketing,1,677,3,Male,82,3,3,Human Resources,3,Married,8802,12762,1,Y,No,12,3,1,80,2,8,4,2,0,0,0,0
21,No,Travel_Rarely,915,Research & Development,29,1,Medical,1,678,4,Male,53,2,1,Laboratory Technician,1,Married,4126,26270,0,Y,No,18,3,4,80,2,0,2,3,0,0,0,0
40,Yes,Travel_Frequently,1243,Sales,6,4,Marketing,1,679,2,Male,34,3,3,Manager,2,Single,8354,16060,1,Y,No,24,3,3,80,0,15,0,4,2,1,0,1
58,No,Travel_Rarely,723,Sales,14,5,Medical,1,680,1,Male,33,1,4,Sales Executive,3,Married,15163,11126,5,Y,No,11,3,3,80,0,19,4,1,19,5,4,15
49,Yes,Travel_Frequently,1332,Research & Development,15,1,Life Sciences,1,681,4,Male,71,4,4,Sales Executive,1,Married,13934,23414,4,Y,No,24,3,4,80,2,15,3,3,15,8,2,4
23,No,Travel_Rarely,894,Sales,4,3,Medical,1,682,3,Male,31,1,2,Manager,4,Divorced,5643,25879,2,Y,No,16,3,3,80,3,8,2,1,5,1,3,3
59,No,Travel_Rarely,148,Research & Development,3,3,Marketing,1,683,2,Male,38,4,5,Healthcare Representative,4,Divorced,19098,13994,4,Y,No,19,3,4,80,0,17,1,2,12,9,2,7
59,No,Travel_Rarely,339,Research & Development,7,2,Technical Degree,1,684,4,Female,64,4,4,Research Scientist,4,Divorced,14786,22706,0,Y,Yes,12,3,3,80,1,15,3,2,12,9,1,7
25,No,Travel_Rarely,823,Sales,18,4,Life Sciences,1,685,1,Female,50,1,2,Manager,1,Married,6150,14361,0,Y,Yes,16,3,1,80,0,0,0,2,0,0,0,0
52,No,Travel_Rarely,1237,Sales,1,5,Life Sciences,1,686,4,Female,59,3,4,Laboratory Technician,4,Married,12664,14385,5,Y,No,25,3,4,80,0,19,4,3,7,4,1,1
35,Yes,Travel_Rarely,307,Research & Development,8,2,Marketing,1,687,1,Male,79,2,2,Research Scientist,1,Divorced,5760,15261,0,Y,No,24,3,4,80,1,10,0,3,8,7,1,3
43,No,Travel_Rarely,1157,Human Resources,4,1,Life Sciences,1,688,3,Male,86,2,3,Sales Representative,4,Divorced,9149,14566,2,Y,No,13,3,2,80,0,10,1,3,3,1,1,1
37,No,Travel_Frequently,1344,Research & Development,21,2,Life Sciences,1,689,1,Male,57,2,3,Healthcare Representative,1,Married,10254,24328,0,Y,No,19,3,3,80,0,6,3,1,2,2,0,1
51,Yes,Travel_Frequently,356,Research & Development,8,2,Marketing,1,690,1,Female,35,1,4,Laboratory Technician,2,Divorced,12790,24557,4,Y,No,12,3,1,80,1,15,5,4,11,3,5,8
60,No,Travel_Rarely,876,Sales,15,4,Medical,1,691,2,Male,44,4,5,Sales Representative,4,Divorced,19646,21840,0,Y,No,25,3,2,80,2,24,2,3,11,2,4,4
52,No,Travel_Rarely,1339,Research & Development,11,3,Life Sciences,1,692,1,Male,90,1,5,Manufacturing Director,3,Married,18583,16724,2,Y,No,17,3,3,80,2,14,4,1,8,5,1,3
58,No,Travel_Rarely,533,Sales,19,1,Life Sciences,1,693,1,Female,30,2,4,Human Resources,1,Single,14230,4907,1,Y,No,14,3,2,80,2,17,6,4,5,2,1,2
58,No,Travel_Frequently,652,Research & Development,8,2,Life Sciences,1,694,3,Male,45,2,4,Sales Representative,2,Single,12712,10506,3,Y,Yes,19,3,4,80,2,15,4,4,6,5,1,3
21,No,Travel_Frequently,730,Research & Development,6,4,Marketing,1,695,4,Male,98,2,1,Research Scientist,2,Married,2984,5618,0,Y,No,14,3,1,80,0,2,5,3,0,0,0,0
28,No,Travel_Rarely,749,Research & Development,4,3,Medical,1,696,2,Male,54,2,1,Laboratory Technician,4,Single,3383,3124,1,Y,No,21,3,3,80,0,7,3,2,6,4,2,4
49,No,Travel_Rarely,566,Sales,13,3,Life Sciences,1,697,3,Female,32,3,3,Human Resources,2,Married,7336,17843,3,Y,Yes,16,3,3,80,0,23,1,4,13,9,6,6
43,No,Non-Travel,844,Sales,18,2,Life Sciences,1,698,2,Male,91,4,3,Human Resources,1,Married,10239,9556,0,Y,No,16,3,4,80,3,14,2,2,14,9,4,6
20,No,Travel_Frequently,479,Sales,5,2,Life Sciences,1,699,1,Male,82,3,2,Sales Executive,1,Divorced,3647,4046,0,Y,No,22,3,4,80,3,2,2,3,1,1,0,0
22,No,Travel_Rarely,1209,Research & Development,10,1,Life Sciences,1,700,4,Male,89,1,1,Research Scientist,3,Divorced,3645,7506,1,Y,No,24,3,4,80,1,6,3,3,4,3,0,3
40,No,Travel_Frequently,1055,Research & Development,29,1,Life Sciences,1,701,3,Male,77,4,3,Research Scientist,1,Married,5586,3742,0,Y,No,14,3,4,80,3,14,1,3,6,5,3,2
44,No,Travel_Rarely,331,Sales,9,1,Medical,1,702,1,Male,66,2,2,Research Director,1,Married,5194,5307,1,Y,No,19,3,1,80,1,11,5,4,11,6,2,4
25,No,Travel_Rarely,1290,Research & Development,4,4,Life Sciences,1,703,3,Female,80,2,2,Human Resources,3,Single,6076,14477,1,Y,Yes,15,3,2,80,1,13,1,1,12,5,6,5
25,No,Travel_Frequently,472,Research & Development,8,1,Life Sciences,1,704,2,Male,35,3,2,Sales Representative,4,Married,6355,18845,1,Y,No,11,3,3,80,2,5,4,1,5,3,1,1
23,No,Travel_Rarely,840,Sales,8,3,Medical,1,705,1,Male,37,4,1,Research Scientist,1,Single,2874,21722,0,Y,Yes,14,3,4,80,3,5,3,3,5,3,1,2
42,No,Travel_Rarely,1410,Sales,19,5,Medical,1,706,1,Male,71,2,3,Research Director,2,Married,8210,11948,3,Y,No,11,3,4,80,2,14,5,4,10,4,2,8
18,Yes,Non-Travel,1054,Research & Development,12,4,Life Sciences,1,707,2,Female,63,1,1,Sales Executive,2,Divorced,3681,20539,1,Y,Yes,22,3,3,80,3,3,1,2,3,1,2,1
42,No,Travel_Frequently,1412,Research & Development,2,3,Life Sciences,1,708,1,Male,84,4,2,Laboratory Technician,4,Married,6641,4449,6,Y,No,18,3,1,80,3,18,1,3,13,6,6,4
38,No,Travel_Rarely,944,Research & Development,23,1,Life Sciences,1,709,3,Male,96,2,3,Research Scientist,4,Married,10156,5295,1,Y,No,19,3,2,80,0,8,1,4,4,1,2,1
38,No,Travel_Rarely,1232,Research & Development,6,3,Life Sciences,1,710,1,Female,48,3,4,Manufacturing Director,4,Married,12451,10237,1,Y,No,17,3,3,80,1,13,5,3,8,6,2,3
47,No,Travel_Frequently,749,Research & Development,4,5,Medical,1,711,1,Male,53,2,3,Manufacturing Director,3,Divorced,8259,17959,0,Y,No,15,3,4,80,1,15,1,1,11,8,4,9
40,No,Travel_Rarely,337,Research & Development,11,2,Life Sciences,1,712,1,Female,42,1,2,Research Scientist,1,Married,2868,5591,1,Y,No,17,3,2,80,0,15,2,4,7,3,1,5
49,No,Non-Travel,349,Human Resources,6,5,Marketing,1,713,3,Male,87,2,4,Sales Executive,4,Married,12359,2130,4,Y,No,13,3,2,80,0,15,0,4,8,7,3,6
50,No,Travel_Rarely,933,Research & Development,20,4,Medical,1,714,3,Male,65,4,5,Sales Representative,4,Single,18155,17002,1,Y,No,11,3,4,80,3,15,1,3,13,11,2,10
57,No,Travel_Rarely,303,Research & Development,13,2,Life Sciences,1,715,4,Female,54,4,4,Sales Executive,3,Married,15038,12247,3,Y,No,13,3,4,80,0,22,5,3,13,10,6,8
52,No,Travel_Rarely,725,Research & Development,8,1,Life Sciences,1,716,2,Male,83,2,4,Laboratory Technician,2,Single,13423,12726,3,Y,Yes,11,3,1,80,1,18,0,3,3,1,1,2
40,No,Travel_Frequently,749,Research & Development,6,1,Life Sciences,1,717,3,Female,63,3,3,Sales Executive,4,Married,8153,12567,0,Y,Yes,19,3,2,80,1,9,6,3,5,2,1,3
39,No,Non-Travel,214,Research & Development,29,2,Life Sciences,1,718,2,Male,65,1,3,Research Scientist,2,Married,8860,25360,3,Y,No,11,3,2,80,2,16,5,2,10,5,4,6
28,Yes,Travel_Rarely,1285,Research & Development,26,2,Medical,1,719,3,Male,89,1,2,Research Scientist,2,Single,4695,4965,1,Y,Yes,16,4,3,80,2,9,6,3,6,4,1,4
43,No,Travel_Rarely,207,Research & Development,10,4,Life Sciences,1,720,4,Male,47,3,3,Manager,2,Married,6106,17254,5,Y,Yes,22,3,3,80,0,12,4,3,9,6,1,5
23,No,Travel_Frequently,541,Research & Development,2,3,Marketing,1,721,3,Female,76,1,3,Laboratory Technician,3,Single,7605,21177,1,Y,No,19,3,4,80,1,2,4,4,2,1,0,1
58,No,Travel_Rarely,1299,Research & Development,8,3,Medical,1,722,2,Female,91,3,4,Research Scientist,3,Single,13855,21150,5,Y,No,20,3,3,80,1,21,5,4,19,14,4,12
54,No,Travel_Rarely,154,Research & Development,19,4,Marketing,1,723,4,Male,92,4,5,Sales Representative,1,Single,19562,4216,1,Y,Yes,15,3,4,80,0,20,4,3,15,13,2,4
23,No,Travel_Frequently,228,Research & Development,5,4,Marketing,1,724,3,Male,91,1,3,Sales Executive,2,Single,8252,10438,1,Y,No,13,4,1,80,3,0,3,4,0,0,0,0
51,No,Travel_Frequently,1280,Research & Development,29,4,Medical,1,725,4,Male,45,3,4,Sales Representative,1,Divorced,14542,26013,3,Y,No,13,3,3,80,2,18,2,2,10,8,4,5
23,Yes,Travel_Frequently,481,Research & Development,29,5,Human Resources,1,726,3,Female,76,2,1,Research Scientist,3,Divorced,4110,20884,2,Y,Yes,17,4,1,80,3,6,6,4,3,2,1,2
49,No,Travel_Rarely,1374,Human Resources,7,2,Other,1,727,3,Female,70,3,3,Human Resources,2,Married,9845,25081,1,Y,No,24,4,3,80,3,7,2,2,5,2,3,3
21,No,Travel_Rarely,312,Sales,5,5,Life Sciences,1,728,3,Male,35,4,1,Sales Executive,4,Married,3207,20393,2,Y,No,25,3,4,80,3,4,3,4,0,0,0,0
38,No,Non-Travel,330,Research & Development,21,3,Life Sciences,1,729,4,Female,68,1,3,Manufacturing Director,1,Married,7135,3813,2,Y,Yes,13,3,4,80,0,13,0,2,8,2,1,5
46,No,Travel_Rarely,905,Research & Development,16,1,Life Sciences,1,730,2,Female,46,3,4,Healthcare Representative,2,Divorced,12506,26772,3,Y,Yes,12,4,4,80,3,16,4,3,6,2,2,2
49,No,Travel_Rarely,1433,Research & Development,9,1,Life Sciences,1,731,3,Male,66,1,3,Manufacturing Director,1,Married,7118,22890,2,Y,No,17,3,2,80,0,18,0,1,9,8,5,4
36,No,Travel_Frequently,1163,Research & Development,22,1,Medical,1,732,4,Female,73,3,2,Sales Representative,1,Single,4210,18560,1,Y,No,13,3,3,80,2,8,0,4,6,3,1,1
57,No,Travel_Rarely,953,Research & Development,4,5,Life Sciences,1,733,1,Male,79,2,4,Sales Executive,1,Married,14119,2118,0,Y,No,13,3,2,80,3,15,2,2,5,3,1,1
51,No,Travel_Frequently,472,Research & Development,10,1,Medical,1,734,2,Female,85,3,4,Laboratory Technician,1,Divorced,16265,24910,0,Y,Yes,16,3,1,80,2,10,4,1,8,7,4,3
26,No,Travel_Rarely,198,Sales,26,5,Marketing,1,735,1,Male,71,4,3,Research Director,4,Single,8754,24278,0,Y,Yes,25,3,2,80,0,9,5,2,4,2,2,3
46,No,Non-Travel,1194,Human Resources,18,4,Life Sciences,1,736,3,Male,63,3,3,Research Director,2,Married,8399,23684,2,Y,Yes,14,3,3,80,0,17,4,2,11,4,5,8
49,No,Travel_Rarely,266,Sales,21,3,Medical,1,737,2,Male,99,2,3,Laboratory Technician,3,Married,9654,9529,3,Y,No,12,3,1,80,1,20,4,1,9,2,4,3
32,No,Travel_Rarely,346,Research & Development,29,5,Life Sciences,1,738,3,Female,51,3,1,Manufacturing Director,4,Married,2006,24974,0,Y,No,13,3,3,80,3,5,1,3,5,3,1,4
49,No,Non-Travel,717,Research & Development,14,5,Marketing,1,739,1,Male,51,3,4,Sales Representative,2,Married,15250,2295,3,Y,Yes,20,3,2,80,3,18,0,1,18,6,7,7
56,No,Travel_Rarely,600,Research & Development,15,5,Medical,1,740,4,Male,92,1,4,Sales Representative,2,Married,15161,16368,1,Y,Yes,25,3,2,80,2,13,0,3,12,3,5,9
53,No,Travel_Rarely,1312,Sales,4,3,Life Sciences,1,741,4,Female,98,3,4,Research Director,3,Divorced,14071,21238,0,Y,No,25,4,3,80,1,14,0,2,4,3,1,2
50,No,Travel_Rarely,441,Sales,8,2,Medical,1,742,3,Female,57,2,4,Research Director,3,Divorced,16512,7672,3,Y,Yes,22,3,1,80,2,16,2,3,5,2,0,3
45,No,Travel_Frequently,1012,Research & Development,17,1,Life Sciences,1,743,3,Female,91,1,3,Laboratory Technician,1,Single,9838,26193,3,Y,Yes,18,3,2,80,3,16,5,1,6,4,1,2
29,No,Travel_Frequently,736,Research & Development,16,5,Marketing,1,744,2,Male,95,3,2,Healthcare Representative,4,Divorced,5554,16664,1,Y,No,21,3,1,80,1,12,0,4,7,2,3,1
52,Yes,Travel_Rarely,435,Sales,22,5,Medical,1,745,2,Male,90,3,5,Laboratory Technician,1,Married,18828,6159,6,Y,Yes,11,3,1,80,1,16,2,1,9,5,4,3
33,No,Travel_Rarely,1472,Research & Development,12,3,Life Sciences,1,746,2,Male,67,3,3,Sales Executive,2,Married,7982,25048,0,Y,No,24,3,1,80,1,5,4,4,5,3,2,3
40,No,Travel_Rarely,1212,Sales,11,1,Medical,1,747,2,Male,83,2,3,Sales Representative,4,Married,8343,5241,3,Y,Yes,22,4,1,80,2,8,0,2,2,1,0,2
31,No,Non-Travel,1131,Research & Development,10,5,Technical Degree,1,748,4,Male,73,3,2,Healthcare Representative,3,Divorced,5378,26327,1,Y,Yes,13,3,3,80,3,5,3,4,3,1,1,2
31,No,Non-Travel,743,Research & Development,2,2,Marketing,1,749,3,Male,32,2,1,Sales Executive,3,Married,2617,26486,2,Y,No,15,3,2,80,0,15,2,3,15,6,1,10
24,No,Non-Travel,389,Sales,4,3,Medical,1,750,2,Male,38,3,2,Healthcare Representative,4,Single,5243,25658,0,Y,No,24,4,2,80,3,7,6,4,4,1,2,1
59,No,Travel_Rarely,1004,Sales,10,4,Marketing,1,751,3,Male,96,4,5,Research Scientist,2,Single,17569,10119,1,Y,Yes,19,3,4,80,0,24,3,3,20,6,7,14
24,No,Travel_Rarely,1452,Research & Development,24,1,Life Sciences,1,752,4,Female,48,3,1,Sales Executive,3,Single,2318,13079,6,Y,No,25,3,3,80,1,3,3,4,3,2,1,2
21,Yes,Travel_Frequently,473,Research & Development,12,1,Marketing,1,753,2,Male,42,3,2,Healthcare Representative,3,Married,3583,20966,0,Y,No,16,3,1,80,1,3,5,3,0,0,0,0
58,No,Travel_Frequently,1053,Research & Development,10,1,Marketing,1,754,4,Male,99,2,5,Manager,1,Single,19497,22125,5,Y,No,19,3,3,80,0,22,5,3,20,7,2,10
41,No,Travel_Rarely,1301,Research & Development,11,5,Life Sciences,1,755,2,Female,54,3,4,Laboratory Technician,2,Married,14096,7297,2,Y,Yes,11,3,3,80,2,10,3,3,8,3,1,1
36,No,Travel_Rarely,736,Research & Development,9,5,Life Sciences,1,756,1,Male,81,4,3,Sales Executive,4,Married,8353,14261,1,Y,Yes,24,4,3,80,3,9,4,2,9,7,4,2
49,No,Travel_Rarely,213,Sales,9,3,Life Sciences,1,757,1,Female,85,4,4,Manufacturing Director,2,Divorced,15063,11668,2,Y,No,23,3,4,80,0,13,2,4,9,5,1,2
34,No,Travel_Rarely,1382,Sales,6,3,Life Sciences,1,758,2,Male,63,4,2,Sales Executive,4,Married,4464,19321,4,Y,Yes,23,3,3,80,2,7,4,4,0,0,0,0
23,Yes,Travel_Rarely,250,Research & Development,13,3,Life Sciences,1,759,3,Male,74,2,1,Human Resources,4,Divorced,2147,21344,1,Y,No,22,3,4,80,3,4,2,3,0,0,0,0
49,No,Travel_Rarely,1167,Sales,24,2,Life Sciences,1,760,4,Male,67,4,4,Research Scientist,4,Divorced,12223,12841,2,Y,No,15,4,3,80,2,13,2,2,5,2,2,1
25,No,Travel_Rarely,770,Human Resources,11,3,Medical,1,761,2,Female,62,2,1,Research Director,1,Single,4228,24303,0,Y,Yes,11,3,3,80,1,6,5,2,4,2,1,3
41,No,Non-Travel,1120,Research & Development,14,2,Life Sciences,1,762,2,Female,36,4,3,Sales Executive,4,Married,9227,9629,0,Y,Yes,15,3,1,80,3,13,2,3,11,5,1,8
58,No,Travel_Frequently,1087,Sales,12,4,Life Sciences,1,763,3,Female,37,1,4,Sales Executive,4,Single,15596,20930,2,Y,Yes,21,3,4,80,1,19,3,1,6,3,2,3
58,No,Non-Travel,382,Sales,16,2,Medical,1,764,2,Female,85,4,5,Laboratory Technician,4,Divorced,19999,13100,1,Y,No,21,4,1,80,2,17,0,1,16,7,4,13
33,No,Travel_Rarely,238,Sales,10,4,Life Sciences,1,765,2,Female,90,1,3,Manager,3,Married,7991,4727,2,Y,Yes,23,3,4,80,3,9,2,2,9,3,2,7
51,No,Travel_Rarely,280,Research & Development,2,5,Medical,1,766,1,Female,35,1,3,Human Resources,3,Single,7647,9739,1,Y,No,19,3,3,80,2,15,4,3,8,7,3,2
44,No,Travel_Rarely,381,Research & Development,5,2,Marketing,1,767,2,Male,51,3,3,Laboratory Technician,2,Single,6345,22963,1,Y,No,16,3,2,80,1,13,3,4,10,7,2,8
38,No,Travel_Rarely,1311,Research & Development,10,1,Other,1,768,1,Female,57,3,3,Research Scientist,1,Married,7182,12633,1,Y,Yes,16,3,2,80,2,14,2,2,1,0,0,0
24,No,Travel_Rarely,224,Research & Development,29,3,Medical,1,769,3,Female,32,1,1,Sales Executive,2,Divorced,2610,21720,0,Y,No,25,4,1,80,1,0,0,1,0,0,0,0
34,No,Travel_Frequently,1052,Research & Development,6,1,Life Sciences,1,770,2,Male,59,3,2,Manufacturing Director,4,Divorced,3027,18971,2,Y,No,11,3,2,80,1,16,3,3,10,3,1,3
46,No,Travel_Frequently,637,Research & Development,7,2,Life Sciences,1,771,1,Male,97,4,3,Laboratory Technician,1,Single,7207,12387,3,Y,No,20,3,1,80,2,14,2,4,8,2,2,5
60,No,Travel_Frequently,1243,Human Resources,7,4,Other,1,772,4,Male,72,2,5,Human Resources,1,Single,18901,7093,3,Y,Yes,11,3,2,80,1,22,6,4,11,4,1,9
18,No,Travel_Rarely,938,Research & Development,2,3,Medical,1,773,1,Male,94,3,1,Laboratory Technician,4,Married,4072,20090,0,Y,No,17,3,1,80,3,0,0,3,0,0,0,0
48,No,Travel_Rarely,1171,Research & Development,11,3,Marketing,1,774,3,Male,59,4,4,Sales Representative,4,Married,13140,18947,4,Y,No,12,3,1,80,1,19,4,1,8,3,1,4
54,No,Travel_Rarely,1257,Research & Development,1,4,Medical,1,775,1,Male,83,1,4,Research Director,3,Single,14154,9904,1,Y,No,14,3,3,80,0,17,2,3,13,10,4,5
58,No,Travel_Rarely,1363,Research & Development,13,1,Life Sciences,1,776,1,Male,98,2,4,Sales Executive,2,Married,16237,3927,4,Y,No,17,3,1,80,2,18,1,1,10,7,1,7
36,No,Travel_Rarely,1221,Research & Development,17,3,Medical,1,777,1,Male,68,4,3,Laboratory Technician,1,Divorced,6333,11794,2,Y,No,15,3,2,80,3,8,4,4,4,2,2,1
23,No,Travel_Rarely,626,Sales,1,1,Marketing,1,778,3,Male,86,1,1,Human Resources,3,Married,4303,2133,2,Y,No,11,3,3,80,0,3,3,4,0,0,0,0
